ID,ModelName
7120,World\Expansion01\Doodads\TempestKeep\Passivedoodads\PrisonFX\TK_Lightning_Horizontal.mdx
7121,World\Goober\G_SpikeTrap.mdx
7122,World\Expansion01\Doodads\TheExodar\Passivedoodads\Paladin_energy_FX\Exodar_Paladin_Shrine_EnergyFX.mdx
7123,World\Expansion01\Doodads\Coilfang\Passivedoodads\BlueEnergy\Coilfang_Blue_Energy.mdx
7124,World\Expansion01\Doodads\Generic\BloodElf\PowerOrb\BloodElf_PowerOrb_Red.mdx
7125,WORLD\EXPANSION01\DOODADS\TEMPESTKEEP\ACTIVEDOODADS\ARCANE_POD\TK_PRISON_CELL.MDX
7126,WORLD\EXPANSION01\DOODADS\TEMPESTKEEP\ACTIVEDOODADS\ARCANE_BOSS_POD\TK_BOSS_POD.MDX
7127,World\Expansion01\Doodads\Auchindoun\Passivedoodads\Bridge_FX\Auchindoun_Bridge_FX.mdx
7128,World\Expansion01\Doodads\Auchindoun\Passivedoodads\Bridge_FX\Auchindoun_Bridge_Spirits_Flying.mdx
7129,World\wmo\Dungeon\MD_gorge\hellfire_human_seigetower.wmo
7130,WORLD\EXPANSION01\DOODADS\TEMPESTKEEP\ACTIVEDOODADS\ARCANE_DOORS\TK_ARCANE_DOOR_VERT.MDX
7131,WORLD\EXPANSION01\DOODADS\TEMPESTKEEP\ACTIVEDOODADS\ARCANE_DOORS\TK_ARCANE_DOOR_HORIZ.MDX
7132,World\GENERIC\Human\Passive Doodads\Banners\AllianceVeteranBanner02.mdx
7133,World\Dungeon\CavernsOfTime\PassiveDoodads\HourGlass\COT_HourGlass.mdx
7134,WORLD\EXPANSION01\DOODADS\GENERIC\DRAENEI\BENCH\DR_BENCH_01.MDX
7135,World\Expansion01\Doodads\Generic\Ethereal\Portal\ET_Portal01.mdx
7136,WORLD\EXPANSION01\DOODADS\TEMPESTKEEP\ACTIVEDOODADS\RAID_WINDOWS\TK_RAID_WINDOWS_TALL.MDX
7137,World\Expansion01\Doodads\Generic\Ethereal\Standard\ET_Standard.mdx
7138,World\Expansion01\Doodads\Generic\Arakkoa\Nest\AK_Egg01.mdx
7139,WORLD\EXPANSION01\DOODADS\TEMPESTKEEP\ACTIVEDOODADS\RAID_DOOR\TK_RAID_DOOR.MDX
7140,World\Expansion01\Doodads\Generic\Arakkoa\AK_AlchemyBottle02.mdx
7141,World\Expansion01\Doodads\Generic\Arakkoa\AK_AlchemyBottle01.mdx
7142,World\Expansion01\Doodads\Generic\Arakkoa\AK_AlchemyBottle03.mdx
7143,World\Expansion01\Doodads\Generic\Arakkoa\Nest\AK_NestDebris01.mdx
7144,World\Generic\Ogre\Passive Doodads\OgreBackpacks\OgreBackpack02.mdx
7145,WORLD\EXPANSION01\DOODADS\NETHERSTORM\COLLECTORTUBES\COLLECTORTUBES_STRAIGHT_STATES.MDX
7146,World\Generic\ActiveDoodads\SpellPortals\MagePortal_Shattrath.mdx
7147,WORLD\EXPANSION01\DOODADS\COILFANG\ACTIVEDOODADS\RAID_BRIDGE_CONTROL\COILFANG_RAID_CONSOLE.MDX
7148,WORLD\GENERIC\ACTIVEDOODADS\INSTANCEPORTAL\INSTANCEPORTAL_PURPLEDIFFICULTY.MDX
7149,WORLD\GENERIC\ACTIVEDOODADS\INSTANCEPORTAL\INSTANCEPORTAL_PURPLEDIFFICULTYICON.MDX
7150,World\Expansion01\Doodads\Generic\BloodElf\ScryingOrb\BE_ScryingOrb_Epic.mdx
7151,World\Generic\PassiveDoodads\ParticleEmitters\flyswarms.mdx
7152,World\Generic\Gnome\Passive Doodads\SignPosts\GnomeStreetSign01.mdx
7153,World\Generic\PVP\CTFflags\NeutralCTFflag.mdx
7154,WORLD\GENERIC\HUMAN\PASSIVEDOODADS\PRISONCELL\PRISONCELL01.MDX
7155,WORLD\EXPANSION01\DOODADS\COILFANG\ACTIVEDOODADS\RAID_BRIDGE\COILFANG_RAID_BRIDGE_PART1.MDX
7156,WORLD\EXPANSION01\DOODADS\COILFANG\ACTIVEDOODADS\RAID_BRIDGE\COILFANG_RAID_BRIDGE_PART2.MDX
7157,WORLD\EXPANSION01\DOODADS\COILFANG\ACTIVEDOODADS\RAID_BRIDGE\COILFANG_RAID_BRIDGE_PART3.MDX
7158,WORLD\EXPANSION01\DOODADS\COILFANG\ACTIVEDOODADS\RAID_DOOR\COILFANG_RAID_DOOR.MDX
7159,World\Generic\Gnome\Passive Doodads\GnomeMachine\GnomeMachine06.mdx
7160,World\Expansion01\Doodads\Generic\Draenei\Lampposts\DR_Lamppost_01.mdx
7161,WORLD\EXPANSION01\DOODADS\GENERIC\BLOODELF\TRANSLOCATOR\BE_TRANSLOCATOR.MDX
7162,World\Expansion01\Doodads\TheExodar\Passivedoodads\Crystal\Crystal_Corrupted.mdx
7163,WORLD\EXPANSION01\DOODADS\SHATTRATH\ACTIVEDOODADS\ELEVATOR\ANCDRAE_ELEVATORPIECE_NETHERSTORM.MDX
7164,World\Lordaeron\AlteracMountains\PassiveDoodads\Bushes\AlteracShrub03.mdx
7165,World\wmo\Kalimdor\Buildings\OrcBarracks\OrcBarracks.wmo
7166,World\Expansion01\Doodads\Generic\Ethereal\Lamppost\ET_Lamppost01.mdx
7167,World\Generic\PVP\BattlefieldBanners\BattlefieldBanner_State_FlagH_Plaguelands.mdx
7168,WORLD\EXPANSION01\DOODADS\TEMPESTKEEP\ACTIVEDOODADS\FACTORY_DOOR\TK_FACTORY_DOOR_VERT.MDX
7169,World\KhazModan\Wetlands\PassiveDoodads\DragonBones\DragonBonesBody_noCollision.mdx
7170,WORLD\EXPANSION01\DOODADS\SHATTRATH\ACTIVEDOODADS\EVENTS\SHATTRATHSOUPTENT.MDX
7171,World\Expansion01\Doodads\Generic\BurningLegion\Cannon\BU_Cannon_01.mdx
7172,World\Azeroth\Stranglethorn\PassiveDoodads\Detail\StrangleThornPlant04.mdx
7173,World\Azeroth\Stranglethorn\PassiveDoodads\Detail\StrangleThornPlant03.mdx
7174,World\Azeroth\Stranglethorn\PassiveDoodads\Detail\StrangleThornPlant01.mdx
7175,World\Azeroth\Stranglethorn\PassiveDoodads\Detail\StrangleThornPlant02.mdx
7176,World\Azeroth\Stranglethorn\PassiveDoodads\Detail\StrangleThornPlant05.mdx
7177,World\Kalimdor\DragonCave\PassiveDoodads\CharredBodies\CharredBody02.mdx
7178,World\Kalimdor\DragonCave\PassiveDoodads\CharredBodies\CharredBody03.mdx
7179,World\Expansion01\Doodads\Generic\Draenei\KnickKnacks\DR_KnickKnack_02b.mdx
7180,World\Expansion01\Doodads\Generic\Holograms\Hologram_VoidWalker.mdx
7181,World\Expansion01\Doodads\Terokkar\Crystal\TerokkarCrystal03.mdx
7182,World\Expansion01\Doodads\Netherstorm\BioDomes\NS_BioDome_Generic.mdx
7183,World\Expansion01\Doodads\Generic\Ethereal\Cage\ET_Cage.mdx
7184,World\Expansion01\Doodads\HellfirePeninsula\Wagons\HumanWagon01.mdx
7185,WORLD\EXPANSION01\DOODADS\HELLFIRECITADEL\DEMONWING\PASSIVEDOODADS\DW_BRAIZER\HELLFIRE_DW_FLOORBRAIZER.MDX
7186,WORLD\EXPANSION01\DOODADS\GENERIC\BLOODELF\TRANSLOCATOR\BE_TRANSLOCATOR_MINOR.MDX
7187,World\KhazModan\Wetlands\PassiveDoodads\DragonBones\DragonBonesBody.mdx
7188,World\Goober\G_DragonEggFreezeChromatic.mdx
7189,World\Azeroth\Karazahn\PassiveDoodads\BurningBooks\BooksOnFire.mdx
7190,WORLD\EXPANSION01\DOODADS\COILFANG\ACTIVEDOODADS\RAID_BRIDGE_CONTROL\COILFANG_RAID_GATE.MDX
7191,WORLD\EXPANSION01\DOODADS\COILFANG\ACTIVEDOODADS\STEAM\COILFANG_STEAM_OFF_ON.MDX
7192,World\Expansion01\Doodads\Generic\Ethereal\Collector\ET_Collector01.mdx
7193,World\Expansion01\Doodads\Generic\Ethereal\Crate\ET_Crate01Off.mdx
7194,World\Generic\Buildings\HumanTentMedium\HumanTentMedium.mdx
7195,World\Generic\Buildings\HumanTentLarge\HumanTentLarge.mdx
7196,WORLD\EXPANSION01\DOODADS\TEMPESTKEEP\ACTIVEDOODADS\KAEL_STATUE\KAEL_EXPLODE_FX_RIGHT.MDX
7197,WORLD\EXPANSION01\DOODADS\TEMPESTKEEP\ACTIVEDOODADS\KAEL_STATUE\KAEL_EXPLODE_FX_LEFT.MDX
7199,World\Generic\Human\Passive Doodads\Cauldrons\Cauldronempty.mdx
7200,World\Goober\G_BrazierOrcGreen.mdx
7201,World\Expansion01\Doodads\Generic\Draenei\Crates\DR_Crate_02.mdx
7202,World\Generic\Orc\Passive Doodads\RaptorNests\WailingCavernsRaptorNest01.mdx
7203,World\Expansion01\Doodads\Netherstorm\BioDomes\NS_BioDome_BG.mdx
7204,World\Expansion01\Doodads\Generic\BurningLegion\Braziers\BU_Brazier_01.mdx
7205,World\Goober\G_SnakeTrap.mdx
7206,WORLD\EXPANSION01\DOODADS\HELLFIRECITADEL\ACTIVEDOODADS\RAID_FX\RAID_COLUMN_FX.MDX
7207,World\Kalimdor\Orgrimmar\PassiveDoodads\MagtheridonTrophyPost\MagtheridonTrophyPost.mdx
7208,WORLD\EXPANSION01\DOODADS\HELLFIRECITADEL\ACTIVEDOODADS\RAID_FX\HELLFIRE_RAID_FX.MDX
7209,World\Azeroth\Elwynn\PassiveDoodads\Tables\RoundTable\RoundTable.mdx
7210,World\Expansion01\Doodads\Shadowmoon\crystals\ChromaticCrystralFormation_01.mdx
7211,World\Generic\Dwarf\Passive Doodads\ExcavationTents\ExcavationTent01.mdx
7212,WORLD\EXPANSION01\DOODADS\COILFANG\ACTIVEDOODADS\ENERGYTOWER\COILFANG TOWERS E_PARTICLE.MDX
7213,World\Expansion01\Doodads\Terokkar\Bomb\BE_ArcaneBomb.mdx
7214,World\Expansion01\Doodads\Terokkar\Bomb\BE_ArcaneBomb_Orb.mdx
7215,World\Generic\Orc\Passive Doodads\Banners\OgreBannerBoar.mdx
7216,World\Expansion01\Doodads\TempestKeep\Passivedoodads\Container\TK_Container_01.mdx
7217,World\Generic\Orc\Passive Doodads\VoodooStuff\VoodooDrum03.mdx
7218,World\Generic\Human\Passive Doodads\Weapons&Armor\orcArrow.mdx
7219,World\Generic\PassiveDoodads\FlyingInsects\FlyingSmallInsects.mdx
7220,World\Azeroth\Elwynn\PassiveDoodads\BattleGladeSkullOrc1\BattleGladeSkullOrc1.mdx
7221,World\Generic\PassiveDoodads\ParticleEmitters\PurpleGroundFog.mdx
7222,World\Outland\PassiveDoodads\Thorns\outlandthorn01.mdx
7223,World\Expansion01\Doodads\Shadowmoon\Smoke\ShadowmoonCrackSmoke01.mdx
7224,World\Generic\Human\Passive Doodads\Sacks\SackHerbsStranglekelp01.mdx
7225,World\Azeroth\Duskwood\PassiveDoodads\Coffin\Coffin.mdx
7226,World\Expansion01\Doodads\Netherstorm\Crackeffects\NetherstormCrackSmokeBlue.mdx
7227,World\Expansion01\Doodads\Generic\BloodElf\Loom\BE_Loom_01.mdx
7228,World\Expansion01\Doodads\Netherstorm\Crackeffects\NetherstormCrackSmoke01.mdx
7229,World\Expansion01\Doodads\Netherstorm\Float_Particles\Netherstorm_Particles.mdx
7230,World\Expansion01\Doodads\Generic\Draenei\Draenei_Wreckage\Draenei_Wreckage_frame.mdx
7231,World\Expansion01\Doodads\Generic\Holograms\Hologram_Infernal.mdx
7232,World\Expansion01\Doodads\Generic\Draenei\Holo\DR_Draenei_HoloRunes01_Big.mdx
7233,World\Generic\Human\Passive Doodads\Books\BookLargeOpen01.mdx
7234,World\Expansion01\Doodads\Generic\BurningLegion\TradeSkill\BU_Forge_01.mdx
7235,World\Expansion01\Doodads\TempestKeep\Passivedoodads\Container\TK_Container_02.mdx
7236,World\Expansion01\Doodads\Generic\AncientOrc\crates\AO_OrcCrate03.mdx
7237,World\Expansion01\Doodads\Generic\BurningLegion\FelReaver\BU_Felreaver_05.mdx
7238,World\Expansion01\Doodads\Generic\BurningLegion\FelReaver\BU_Felreaver_02.mdx
7239,World\Expansion01\Doodads\Generic\BurningLegion\FelReaver\BU_Felreaver_03.mdx
7240,World\Generic\Orc\Passive Doodads\Wagons\OrcWagon02.mdx
7241,World\Generic\Orc\Passive Doodads\Wagons\OrcWagon03.mdx
7242,WORLD\EXPANSION01\DOODADS\GENERIC\DRAENEI\BLACKSMITH\DR_FORGE_01.MDX
7243,World\Expansion01\Doodads\Coilfang\Passivedoodads\Lights\Coilfang_Orb_Orange.mdx
7244,World\Expansion01\Doodads\Generic\BloodElf\PowerOrb\BloodElf_PowerOrb_Green.mdx
7245,World\Generic\Gnome\Passive Doodads\SignPosts\GnomeSignPost01.mdx
7246,World\wmo\Lorderon\Buildings\ZulAman\FTrollTemples\God_Altar.wmo
7247,World\Goober\G_DragonEggChromatic.mdx
7248,World\Expansion01\Doodads\Shadowmoon\quest\infernallowpoly.mdx
7249,World\Expansion01\Doodads\Generic\Arakkoa\Totem\AK_Totem01.mdx
7250,World\Expansion01\Doodads\Generic\Ethereal\Cage\ET_CageBase.mdx
7251,World\Expansion01\Doodads\Auchindoun\Passivedoodads\Coffin\Ancient_D_Coffin.mdx
7253,World\Expansion01\Doodads\Generic\ShadowCouncil\Tents\ShadowCouncil_Tent01.mdx
7254,World\Expansion01\Doodads\Generic\ShadowCouncil\Tents\ShadowCouncil_Tent02.mdx
7255,World\Expansion01\Doodads\Generic\ShadowCouncil\Torch\ShadowCouncil_Torch.mdx
7256,World\Expansion01\Doodads\Shadowmoon\Smoke\BurningAsh02.mdx
7257,World\Expansion01\Doodads\Generic\Draenei\TempestKeep\FactoryEnergyCube.mdx
7258,World\Generic\PVP\Warsong\NightElfCTFFlagPlaceGlow.mdx
7259,World\Expansion01\Doodads\Nagrand\DarkPortal\DarkPortal_Nagrand_Particles.mdx
7260,World\Expansion01\Doodads\TempestKeep\Passivedoodads\PrisonFX\TK_Lightning_Ball.mdx
7261,World\Expansion01\Doodads\Generic\ShadowCouncil\Banners\ShadowCouncil_Banner01.mdx
7262,World\Generic\Human\Passive Doodads\Weapons&Armor\WallSword01.mdx
7263,World\Kalimdor\Mauradon\PassiveDoodads\SatyrFloorBraziers\SatyrFloorBrazierBlue01.mdx
7264,World\Kalimdor\Mauradon\PassiveDoodads\SatyrFloorBraziers\SatyrFloorBrazierPurple01.mdx
7265,WORLD\EXPANSION01\DOODADS\COILFANG\PASSIVEDOODADS\LIGHTS\COILFANG_FLOOR_LIGHT.MDX
7266,World\Azeroth\Elwynn\PassiveDoodads\Spike\Spike.mdx
7267,World\Dungeon\CavernsOfTime\PassiveDoodads\Portal\COT_portalFX.mdx
7268,World\Expansion01\Doodads\Generic\Draenei\KnickKnacks\DR_Banner02.mdx
7269,World\Expansion01\Doodads\Shattrath\Passivedoodads\Lighting\Ancient_D_Braizer_Blue.mdx
7270,World\Goober\G_ExplodingBallista.mdx
7271,World\Goober\G_BloodCauldron.mdx
7272,World\Scale\100x100.mdx
7273,World\Azeroth\Karazahn\PassiveDoodads\Pedestals\KarazahnPedestals02.mdx
7274,World\Expansion01\Doodads\Shadowmoon\MarkofKael\MarkofKael.mdx
7275,World\Expansion01\Doodads\HellfireCitadel\DemonWing\Activedoodads\Summoning_power_room\Hellfire_DW_SummonPower.mdx
7276,World\Expansion01\Doodads\Terokkar\Trees\TerokkarTreeSapling.mdx
7277,World\Expansion01\Doodads\Terokkar\Bushes\TerokkarBush01.mdx
7278,World\Expansion01\Doodads\Terokkar\Trees\TerokkarTreeSmall.mdx
7279,World\Expansion01\Doodads\Terokkar\Trees\TerokkarTreeMedium.mdx
7280,World\wmo\Dungeon\Terokkar_trees\Terokkar_trees01.wmo
7281,World\wmo\Dungeon\Terokkar_trees\Terokkar_tree_micro.wmo
7282,World\Generic\Human\Passive Doodads\Statues\BustHF01.mdx
7283,World\Kalimdor\Barrens\PassiveDoodads\Bushes\BarrensBush03.mdx
7284,World\KhazModan\LochModan\PassiveDoodads\Trees\LochTallGrass05.mdx
7285,World\KhazModan\LochModan\PassiveDoodads\Trees\LochTallGrass07.mdx
7286,World\Expansion01\Doodads\BladesEdge\Trees\BladesTerokkarTreeSapling.mdx
7287,World\Expansion01\Doodads\BladesEdge\Trees\BladesTerokkarTreeLarge.mdx
7288,World\Expansion01\Doodads\Terokkar\Trees\TerokkarTreeLarge.mdx
7289,World\Goober\G_BrazierOrcBlue.mdx
7290,World\Goober\G_BrazierOrcRed.mdx
7291,World\Expansion01\Doodads\Generic\Draenei\TempestKeep\Narru_Crystal_Corrupted.mdx
7292,World\Lordaeron\Scholomance\PassiveDoodads\Brazier\ScholomanceBrazier01Purple.mdx
7293,World\Lordaeron\Scholomance\PassiveDoodads\Brazier\ScholomanceBrazier01Green.mdx
7294,World\Lordaeron\Scholomance\PassiveDoodads\Brazier\ScholomanceBrazier01Orange.mdx
7295,World\Expansion01\Doodads\Coilfang\Passivedoodads\cages\cf_groundcage.mdx
7296,World\Expansion01\Doodads\Generic\Draenei\KnickKnacks\DR_KnickKnack_04.mdx
7297,World\Kalimdor\StoneTalon\ActiveDoodads\Tree\g_sapling02.mdx
7298,World\Azeroth\Stranglethorn\PassiveDoodads\TrollDrum\TrollDungeonDrum03.mdx
7299,World\Generic\PvP\CollisionWall\CollisionWallPvP01_Textured.mdx
7300,World\GOOBER\G_WellOfSouls_Channeling.mdx
7301,World\Kalimdor\Mauradon\PassiveDoodads\Crystals\AmethystCrystal06.mdx
7302,World\Generic\DarkIronDwarf\Passive Doodads\Skeletons\SkeletonSitting01.mdx
7303,World\Generic\DarkIronDwarf\Passive Doodads\Skeletons\SkeletonSitting02.mdx
7304,World\Generic\DarkIronDwarf\Passive Doodads\Skeletons\SkeletonSitting03.mdx
7305,World\Generic\DarkIronDwarf\Passive Doodads\Skeletons\SkeletonLaying01.mdx
7306,World\Generic\DarkIronDwarf\Passive Doodads\Skeletons\SkeletonSitting04.mdx
7307,World\Lordaeron\Scholomance\PassiveDoodads\TestingTubes\Skeleton_in_a_jar.mdx
7308,World\Generic\PassiveDoodads\Skeletons\lightSkeletonSitting01.mdx
7309,World\Generic\PassiveDoodads\Skeletons\lightSkeletonSitting02.mdx
7310,World\Generic\PassiveDoodads\Skeletons\lightSkeletonSitting03.mdx
7311,World\Generic\PassiveDoodads\Skeletons\lightSkeletonLaying02.mdx
7312,World\Generic\PassiveDoodads\Skeletons\lightSkeletonLaying03.mdx
7313,World\Generic\NightElf\Passive Doodads\WallHangings\elfwallhanging08.mdx
7314,World\Generic\NightElf\Passive Doodads\WallHangings\elfwallhanging09.mdx
7315,World\Generic\NightElf\Passive Doodads\DruidBeds\WailingDruidBed.mdx
7316,World\Kalimdor\WailingCaverns\PassiveDoodads\FangDruids\WC_BedStone.mdx
7317,World\NoDXT\Generic\PassiveDoodads\VolumetricLights\COT_lightshaftA.mdx
7318,World\Lordaeron\AeriePeaks\PassiveDoodads\Boulders\AerieBoulder02.mdx
7319,WORLD\EXPANSION01\DOODADS\BLACKTEMPLE\ACTIVEDOODADS\DOORS\BT_COMMONDOOR.MDX
7320,WORLD\EXPANSION01\DOODADS\BLACKTEMPLE\ACTIVEDOODADS\DOORS\BT_GATE.MDX
7321,World\Dreaming\PassiveDoodads\Trees\EmeraldDreamFountainTree01.mdx
7322,World\Dreaming\PassiveDoodads\Flowers\DNRDreamBellFlower01.mdx
7323,World\Dreaming\PassiveDoodads\Flowers\DNRDreamPurpleFlower02.mdx
7324,World\Dreaming\PassiveDoodads\Flowers\DreamBellFlower02.mdx
7325,World\Dreaming\PassiveDoodads\Flowers\DNRDreamDroopingFlower02.mdx
7326,World\Dreaming\PassiveDoodads\Flowers\DNRDreamSpinningFlower01.mdx
7327,World\Dreaming\PassiveDoodads\Trees\EmeraldDreamFountainTree02.mdx
7328,World\Dreaming\PassiveDoodads\Trees\EmeraldDreamFountainTree03.mdx
7329,World\Dreaming\PassiveDoodads\Trees\EmeraldDreamFountainTree05.mdx
7330,World\Expansion01\Doodads\Coilfang\Activedoodads\Raid_Bridge_Control\Coilfang_Raid_Bridge_Controls.mdx
7331,World\Kalimdor\Kalidar\PassiveDoodads\MoonWellWater\MooWellWaterFX.mdx
7332,World\Dreaming\PassiveDoodads\DreamCatchers\EmeraldDreamCatcher02.mdx
7333,World\Dreaming\PassiveDoodads\DreamCatchers\EmeraldDreamCatcher04.mdx
7334,World\Generic\PassiveDoodads\Babies\Baby_Dw.mdx
7335,World\Generic\PassiveDoodads\Babies\Baby_Gn.mdx
7336,World\Generic\PassiveDoodads\Babies\Baby_Ne.mdx
7337,World\Generic\PassiveDoodads\Babies\Baby_Or.mdx
7338,World\Generic\PassiveDoodads\Babies\Baby_Ta.mdx
7339,World\Generic\PassiveDoodads\Babies\Baby_Tr.mdx
7340,World\Generic\NightElf\Passive Doodads\MagicalImplements\NEMagicImplement09.mdx
7341,World\Lordaeron\AeriePeaks\PassiveDoodads\Trees\AerieTree03.mdx
7342,WORLD\AZEROTH\KARAZAHN\ACTIVEDOODADS\KARAZHAN_OBSERVE_DOOR.MDX
7343,World\Generic\PassiveDoodads\TreasurePiles\GoldPileLarge01.mdx
7344,World\ENVIRONMENT\DOODAD\GENERALDOODADS\AltarOfTidalMastery\AltarTidalMastery01.mdx
7345,World\Expansion01\Doodads\HellfirePeninsula\Crystals\HellfireCrystalFormation_03.mdx
7346,World\Expansion01\Doodads\Shadowmoon\crystals\ChromaticCrystralFormation_03.mdx
7347,World\Expansion01\Doodads\Shadowmoon\crystals\ChromaticCrystralFormation_02.mdx
7348,World\Generic\Human\Passive Doodads\Altars\GeneralAltar01.mdx
7349,World\KhazModan\Uldaman\PassiveDoodads\Tables\UldamanTableRuined.mdx
7350,World\Expansion01\Doodads\Generic\Draenei\Brazier\DR_Brazier_02.mdx
7351,World\Azeroth\Karazahn\PassiveDoodads\OwlStatue\Karazahn_owlstatue.mdx
7352,World\Kalimdor\Silithus\PassiveDoodads\Elven\elventowerSilithusHorn.mdx
7353,World\KhazModan\Wetlands\PassiveDoodads\DragonBones\DragonBonesSkull.mdx
7354,World\KhazModan\Wetlands\PassiveDoodads\DragonBones\DragonBonesSkull_noCollision.mdx
7355,World\Generic\Human\Passive Doodads\Altars\Altar01.mdx
7356,World\Expansion01\Doodads\ZulAman\Tablet\ForestTrollTablet.mdx
7357,World\Expansion01\Doodads\TheExodar\Passivedoodads\Sky_Portal\Exodar_Sky_portal.mdx
7358,World\Goober\G_RitualOfSouls.mdx
7359,World\Goober\G_AltarOfSouls.mdx
7360,World\SkillActivated\TradeskillNodes\AncientGem_Miningnode_01.mdx
7361,World\KhazModan\Ironforge\PassiveDoodads\MuseumExhibits\GryphonClawExhibit.mdx
7362,World\Goober\G_NagaShellMissile.mdx
7363,World\Expansion01\Doodads\Generic\Arakkoa\CrystalBall\AK_CrystalBall02.mdx
7364,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_LargeBlueTree.mdx
7365,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_LargeGreenTree.mdx
7366,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_LargeRedTree.mdx
7367,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_LargeYellowTree.mdx
7368,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallBlueBase.mdx
7369,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallBlueTree.mdx
7370,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallGreenBase.mdx
7371,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallGreenTree.mdx
7372,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallRedBase.mdx
7373,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallRedTree.mdx
7374,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallYellowBase.mdx
7375,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallYellowTree.mdx
7376,World\GOOBER\G_Spirittotem.mdx
7377,WORLD\EXPANSION01\DOODADS\BLACKTEMPLE\ACTIVEDOODADS\DOORS\BT_MAINDOOR.MDX
7378,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_FloatingCrystal.mdx
7379,World\Expansion01\Doodads\Generic\BurningLegion\FelCannonBalls\FelCannonBalls01.mdx
7380,World\Expansion01\Doodads\BladesEdge\Ogrila\OgrilaCrystals\Ogrila_Crystal03.mdx
7382,World\Lordaeron\Stratholme\PassiveDoodads\FX\Fel_StratholmeFireSmokeEmbers.mdx
7383,World\Goober\G_ImpBottle.mdx
7384,World\Goober\G_Blanket.mdx
7385,World\Goober\G_BlanketGrill.mdx
7386,World\Expansion01\Doodads\Silvermoon\Flowers\SilvermoonFlower05.mdx
7387,WORLD\EXPANSION01\DOODADS\BLACKTEMPLE\ACTIVEDOODADS\DOORS\BT_ILLIDAN_DOOR.MDX
7388,WORLD\EXPANSION01\DOODADS\BLACKTEMPLE\ACTIVEDOODADS\DOORS\BT_GATE_SOLID.MDX
7389,World\Goober\G_BlanketUmbrella.mdx
7390,WORLD\EXPANSION01\DOODADS\PVP\ACTIVEDOODADS\DOORS\PVP_LORDAERON_DOOR.MDX
7391,World\Expansion01\Doodads\Generic\BurningLegion\CrystalForge\BU_CrystalForge.mdx
7392,World\Expansion01\Doodads\Generic\Ethereal\CrystalForge\ET_CrystalForge.mdx
7393,World\Expansion01\Doodads\Generic\Ethereal\CrystalForge\ET_CrystalForgeController.mdx
7394,World\Expansion01\Doodads\Generic\BurningLegion\CrystalForge\BU_CrystalForgeController.mdx
7395,World\KhazModan\Blackrock\PassiveDoodads\DragonKinNests\DragonKinNest01.mdx
7396,World\KhazModan\Blackrock\PassiveDoodads\DragonKinNests\DragonKinNest02.mdx
7397,World\KhazModan\Blackrock\PassiveDoodads\DragonKinNests\DragonKinNest03.mdx
7398,World\Kalimdor\DragonCave\PassiveDoodads\BlackDragonEggs\BlackDragonEgg01.mdx
7399,World\Expansion01\Doodads\BladesEdge\Ogrila\OgrilaCrystals\Ogrila_Crystal01.mdx
7400,World\Expansion01\Doodads\BladesEdge\Ogrila\OgrilaCrystals\Ogrila_Crystal02.mdx
7401,World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_LargeBase.mdx
7402,World\wmo\Outland\DarkPortal\war2darkportal.wmo
7403,WORLD\EXPANSION01\DOODADS\SHATTRATH\PASSIVEDOODADS\LIGHTING\ANCIENT_D_STANDING_LIGHT.MDX
7404,WORLD\EXPANSION01\DOODADS\SHATTRATH\PASSIVEDOODADS\LIGHTING\ANCIENT_D_BRAIZER_BLUE_SHORTSMOKE.MDX
7405,WORLD\EXPANSION01\DOODADS\SHATTRATH\PASSIVEDOODADS\LIGHTING\ANCIENT_D_BRAIZER_BLUE_LOWBATCH.MDX
7406,WORLD\GENERIC\TAUREN\PASSIVE DOODADS\KILNS\TAURENKILN01.MDX
7407,World\SkillActivated\TradeskillEnablers\Tradeskill_AlchemyCauldron_Blue.mdx
7408,World\SkillActivated\TradeskillEnablers\Tradeskill_AlchemyCauldron_Red.mdx
7409,World\SkillActivated\TradeskillEnablers\Tradeskill_AlchemyCauldron_White.mdx
7410,World\SkillActivated\TradeskillEnablers\Tradeskill_AlchemyCauldron_Green.mdx
7411,World\SkillActivated\TradeskillEnablers\Tradeskill_AlchemyCauldron_Purple.mdx
7412,World\Generic\Gnome\Passive Doodads\Pipes\GnomePipe01.mdx
7413,World\Generic\DarkIronDwarf\Passive Doodads\Kegs\DarkIronKegStand01.mdx
7414,World\Generic\Dwarf\Passive Doodads\TavernStuff\AleKegFoot.mdx
7415,World\Generic\Dwarf\Passive Doodads\TavernStuff\AleKegSingle.mdx
